WP;NACHNAME;VORNAME;BERUF;ANREDE_TITEL;PRAEFIX;ADEL;PARTEI_KURZ;ORTSZUSATZ;GESCHLECHT;ID
20;Schierenbeck;Peggy;Coach Führung und Kommunikation, Unternehmerin;;;;SPD;;weiblich;11005206
20;Schierenbeck;Peggy;Coach Führung und Kommunikation, Unternehmerin;;;;SPD;;weiblich;11005206
20;Schierenbeck;Peggy;Coach Führung und Kommunikation, Unternehmerin;;;;SPD;;weiblich;11005206
20;Schierenbeck;Peggy;Coach Führung und Kommunikation, Unternehmerin;;;;SPD;;weiblich;11005206
20;Schimke;Jana;Politikwissenschaftlerin;;;;CDU/CSU;;weiblich;11004398
20;Schimke;Jana;Politikwissenschaftlerin;;;;CDU/CSU;;weiblich;11004398
20;Schimke;Jana;Politikwissenschaftlerin;;;;CDU/CSU;;weiblich;11004398
20;Schimke;Jana;Politikwissenschaftlerin;;;;CDU/CSU;;weiblich;11004398
20;Schimke;Jana;Politikwissenschaftlerin;;;;CDU/CSU;;weiblich;11004398
20;Schisanowski;Timo;Wirtschaftsjurist;;;;SPD;;männlich;11005207
20;Schisanowski;Timo;Wirtschaftsjurist;;;;SPD;;männlich;11005207
20;Schisanowski;Timo;Wirtschaftsjurist;;;;SPD;;männlich;11005207
20;Schisanowski;Timo;Wirtschaftsjurist;;;;SPD;;männlich;11005207
20;Schisanowski;Timo;Wirtschaftsjurist;;;;SPD;;männlich;11005207
20;Schmid;Nils;Jurist;Dr.;;;SPD;;männlich;11004876
20;Schmid;Nils;Jurist;Dr.;;;SPD;;männlich;11004876
20;Schmid;Nils;Jurist;Dr.;;;SPD;;männlich;11004876
20;Schmid;Nils;Jurist;Dr.;;;SPD;;männlich;11004876
20;Schmid;Nils;Jurist;Dr.;;;SPD;;männlich;11004876
20;Schmid;Nils;Jurist;Dr.;;;SPD;;männlich;11004876
20;Schmid;Nils;Jurist;Dr.;;;SPD;;männlich;11004876
20;Schmid;Christoph;Politikwissenschaftler;;;;SPD;;männlich;11005208
20;Schmid;Christoph;Politikwissenschaftler;;;;SPD;;männlich;11005208
20;Schmid;Christoph;Politikwissenschaftler;;;;SPD;;männlich;11005208
20;Schmidt;Eugen;Diplom Informatiker;;;;AfD;;männlich;11005209
20;Schmidt;Eugen;Diplom Informatiker;;;;AfD;;männlich;11005209
20;Schmidt;Eugen;Diplom Informatiker;;;;AfD;;männlich;11005209
20;Schmidt;Jan Wenzel;Handelsfachwirt;;;;AfD;;männlich;11005210
20;Schmidt;Jan Wenzel;Handelsfachwirt;;;;AfD;;männlich;11005210
20;Schmidt;Jan Wenzel;Handelsfachwirt;;;;AfD;;männlich;11005210
20;Schmidt;Stefan;Lehrer, wiss. Angestellter;;;;BÜNDNIS 90/DIE GRÜNEN;;männlich;11004877
20;Schmidt;Stefan;Lehrer, wiss. Angestellter;;;;BÜNDNIS 90/DIE GRÜNEN;;männlich;11004877
20;Schmidt;Stefan;Lehrer, wiss. Angestellter;;;;BÜNDNIS 90/DIE GRÜNEN;;männlich;11004877
20;Schmidt;Stefan;Lehrer, wiss. Angestellter;;;;BÜNDNIS 90/DIE GRÜNEN;;männlich;11004877
20;Schmidt;Stefan;Lehrer, wiss. Angestellter;;;;BÜNDNIS 90/DIE GRÜNEN;;männlich;11004877
20;Schmidt;Stefan;Lehrer, wiss. Angestellter;;;;BÜNDNIS 90/DIE GRÜNEN;;männlich;11004877
20;Schmidt;Stefan;Lehrer, wiss. Angestellter;;;;BÜNDNIS 90/DIE GRÜNEN;;männlich;11004877
20;Schmidt;Uwe;Hafenfacharbeiter;;;;SPD;;männlich;11004878
20;Schmidt;Uwe;Hafenfacharbeiter;;;;SPD;;männlich;11004878
20;Schmidt;Uwe;Hafenfacharbeiter;;;;SPD;;männlich;11004878
20;Schmidt;Uwe;Hafenfacharbeiter;;;;SPD;;männlich;11004878
20;Schmidt;Uwe;Hafenfacharbeiter;;;;SPD;;männlich;11004878
20;Schmidt;Uwe;Hafenfacharbeiter;;;;SPD;;männlich;11004878
20;Schmidt;Dagmar;Historikerin;;;;SPD;Wetzlar;weiblich;11004401
20;Schmidt;Dagmar;Historikerin;;;;SPD;Wetzlar;weiblich;11004401
20;Schmidt;Dagmar;Historikerin;;;;SPD;Wetzlar;weiblich;11004401
20;Schmidt;Dagmar;Historikerin;;;;SPD;Wetzlar;weiblich;11004401
20;Schmidt;Dagmar;Historikerin;;;;SPD;Wetzlar;weiblich;11004401
20;Schmidt;Dagmar;Historikerin;;;;SPD;Wetzlar;weiblich;11004401
20;Schmidt;Dagmar;Historikerin;;;;SPD;Wetzlar;weiblich;11004401
20;Schmitt;Ronja;Volkswirtin;;;;CDU/CSU;;weiblich;11004617
20;Schmitt;Ronja;Volkswirtin;;;;CDU/CSU;;weiblich;11004617
20;Schmitt;Ronja;Volkswirtin;;;;CDU/CSU;;weiblich;11004617
20;Schmitt;Ronja;Volkswirtin;;;;CDU/CSU;;weiblich;11004617
20;Schmitt;Ronja;Volkswirtin;;;;CDU/CSU;;weiblich;11004617
20;Schmitt;Ronja;Volkswirtin;;;;CDU/CSU;;weiblich;11004617
20;Schneider;Jörg;Dipl.-Wirtschaftsingenieur;;;;AfD;;männlich;11004880
20;Schneider;Jörg;Dipl.-Wirtschaftsingenieur;;;;AfD;;männlich;11004880
20;Schneider;Jörg;Dipl.-Wirtschaftsingenieur;;;;AfD;;männlich;11004880
20;Schneider;Jörg;Dipl.-Wirtschaftsingenieur;;;;AfD;;männlich;11004880
20;Schneider;Jörg;Dipl.-Wirtschaftsingenieur;;;;AfD;;männlich;11004880
20;Schneider;Daniel;Kulturveranstalter, Unternehmer;;;;SPD;;männlich;11005211
20;Schneider;Daniel;Kulturveranstalter, Unternehmer;;;;SPD;;männlich;11005211
20;Schneider;Daniel;Kulturveranstalter, Unternehmer;;;;SPD;;männlich;11005211
20;Schneider;Daniel;Kulturveranstalter, Unternehmer;;;;SPD;;männlich;11005211
20;Schneider;Daniel;Kulturveranstalter, Unternehmer;;;;SPD;;männlich;11005211
20;Schneider;Daniel;Kulturveranstalter, Unternehmer;;;;SPD;;männlich;11005211
20;Schneider;Daniel;Kulturveranstalter, Unternehmer;;;;SPD;;männlich;11005211
20;Schneider;Carsten;Bankkaufmann;;;;SPD;Erfurt;männlich;11003218
20;Schneider;Carsten;Bankkaufmann;;;;SPD;Erfurt;männlich;11003218
20;Schneider;Carsten;Bankkaufmann;;;;SPD;Erfurt;männlich;11003218
20;Schneider;Carsten;Bankkaufmann;;;;SPD;Erfurt;männlich;11003218
20;Schnieder;Patrick;Volljurist, Bürgermeister a.D.;;;;CDU/CSU;;männlich;11004146
20;Schnieder;Patrick;Volljurist, Bürgermeister a.D.;;;;CDU/CSU;;männlich;11004146
20;Schnieder;Patrick;Volljurist, Bürgermeister a.D.;;;;CDU/CSU;;männlich;11004146
20;Schnieder;Patrick;Volljurist, Bürgermeister a.D.;;;;CDU/CSU;;männlich;11004146
20;Schnieder;Patrick;Volljurist, Bürgermeister a.D.;;;;CDU/CSU;;männlich;11004146
20;Schnieder;Patrick;Volljurist, Bürgermeister a.D.;;;;CDU/CSU;;männlich;11004146
20;Schnieder;Patrick;Volljurist, Bürgermeister a.D.;;;;CDU/CSU;;männlich;11004146
20;Schnieder;Patrick;Volljurist, Bürgermeister a.D.;;;;CDU/CSU;;männlich;11004146
20;Schnieder;Patrick;Volljurist, Bürgermeister a.D.;;;;CDU/CSU;;männlich;11004146
20;Schnieder;Patrick;Volljurist, Bürgermeister a.D.;;;;CDU/CSU;;männlich;11004146
20;Scholz;Olaf;Rechtsanwalt, Bundesminister;;;;SPD;;männlich;11003231
20;Scholz;Olaf;Rechtsanwalt, Bundesminister;;;;SPD;;männlich;11003231
20;Schön;Nadine;Diplom-Juristin;;;;CDU/CSU;;weiblich;11004116
20;Schön;Nadine;Diplom-Juristin;;;;CDU/CSU;;weiblich;11004116
20;Schön;Nadine;Diplom-Juristin;;;;CDU/CSU;;weiblich;11004116
20;Schön;Nadine;Diplom-Juristin;;;;CDU/CSU;;weiblich;11004116
20;Schön;Nadine;Diplom-Juristin;;;;CDU/CSU;;weiblich;11004116
20;Schön;Nadine;Diplom-Juristin;;;;CDU/CSU;;weiblich;11004116
20;Schön;Nadine;Diplom-Juristin;;;;CDU/CSU;;weiblich;11004116
20;Schön;Nadine;Diplom-Juristin;;;;CDU/CSU;;weiblich;11004116
20;Schön;Nadine;Diplom-Juristin;;;;CDU/CSU;St. Wendel;weiblich;11004116
20;Schön;Nadine;Diplom-Juristin;;;;CDU/CSU;St. Wendel;weiblich;11004116
20;Schön;Nadine;Diplom-Juristin;;;;CDU/CSU;St. Wendel;weiblich;11004116
20;Schön;Nadine;Diplom-Juristin;;;;CDU/CSU;St. Wendel;weiblich;11004116
20;Schön;Nadine;Diplom-Juristin;;;;CDU/CSU;St. Wendel;weiblich;11004116
20;Schön;Nadine;Diplom-Juristin;;;;CDU/CSU;St. Wendel;weiblich;11004116
20;Schön;Nadine;Diplom-Juristin;;;;CDU/CSU;St. Wendel;weiblich;11004116
20;Schön;Nadine;Diplom-Juristin;;;;CDU/CSU;St. Wendel;weiblich;11004116
20;Schönberger;Marlene;Politikwissenschaftlerin (M. A.);;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005212
20;Schönberger;Marlene;Politikwissenschaftlerin (M. A.);;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005212
20;Schönberger;Marlene;Politikwissenschaftlerin (M. A.);;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005212
20;Schönberger;Marlene;Politikwissenschaftlerin (M. A.);;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005212
20;Schönberger;Marlene;Politikwissenschaftlerin (M. A.);;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005212
20;Schraps;Johannes;Politikwissenschaftler;;;;SPD;;männlich;11004881
20;Schraps;Johannes;Politikwissenschaftler;;;;SPD;;männlich;11004881
20;Schraps;Johannes;Politikwissenschaftler;;;;SPD;;männlich;11004881
20;Schraps;Johannes;Politikwissenschaftler;;;;SPD;;männlich;11004881
20;Schraps;Johannes;Politikwissenschaftler;;;;SPD;;männlich;11004881
20;Schraps;Johannes;Politikwissenschaftler;;;;SPD;;männlich;11004881
20;Schraps;Johannes;Politikwissenschaftler;;;;SPD;;männlich;11004881
20;Schraps;Johannes;Politikwissenschaftler;;;;SPD;;männlich;11004881
20;Schreider;Christian;Jurist;;;;SPD;;männlich;11005213
20;Schreider;Christian;Jurist;;;;SPD;;männlich;11005213
20;Schreider;Christian;Jurist;;;;SPD;;männlich;11005213
20;Schreider;Christian;Jurist;;;;SPD;;männlich;11005213
20;Schreider;Christian;Jurist;;;;SPD;;männlich;11005213
20;Schreider;Christian;Jurist;;;;SPD;;männlich;11005213
20;Schreider;Christian;Jurist;;;;SPD;;männlich;11005213
20;Schreider;Christian;Jurist;;;;SPD;;männlich;11005213
20;Schreider;Christian;Jurist;;;;SPD;;männlich;11005213
20;Schreider;Christian;Jurist;;;;SPD;;männlich;11005213
20;Schreiner;Felix;Verwaltungsangestellter, Vorstandsreferent;;;;CDU/CSU;;männlich;11004883
20;Schreiner;Felix;Verwaltungsangestellter, Vorstandsreferent;;;;CDU/CSU;;männlich;11004883
20;Schreiner;Felix;Verwaltungsangestellter, Vorstandsreferent;;;;CDU/CSU;;männlich;11004883
20;Schreiner;Felix;Verwaltungsangestellter, Vorstandsreferent;;;;CDU/CSU;;männlich;11004883
20;Schreiner;Felix;Verwaltungsangestellter, Vorstandsreferent;;;;CDU/CSU;;männlich;11004883
20;Schreiner;Felix;Verwaltungsangestellter, Vorstandsreferent;;;;CDU/CSU;;männlich;11004883
20;Schröder;Christina-Johanne;Sozialwissenschaftlerin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005214
20;Schröder;Christina-Johanne;Sozialwissenschaftlerin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005214
20;Schröder;Christina-Johanne;Sozialwissenschaftlerin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005214
20;Schröder;Christina-Johanne;Sozialwissenschaftlerin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005214
20;Schröder;Christina-Johanne;Sozialwissenschaftlerin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005214
20;Schröder;Ria;Juristin;;;;FDP;;weiblich;11005215
20;Schröder;Ria;Juristin;;;;FDP;;weiblich;11005215
20;Schröder;Ria;Juristin;;;;FDP;;weiblich;11005215
20;Schrodi;Michael;Studienrat;;;;SPD;;männlich;11004884
20;Schrodi;Michael;Studienrat;;;;SPD;;männlich;11004884
20;Schrodi;Michael;Studienrat;;;;SPD;;männlich;11004884
20;Schrodi;Michael;Studienrat;;;;SPD;;männlich;11004884
20;Schrodi;Michael;Studienrat;;;;SPD;;männlich;11004884
20;Schulz;Uwe;Leitender Angestellter;;;;AfD;;männlich;11004888
20;Schulz;Uwe;Leitender Angestellter;;;;AfD;;männlich;11004888
20;Schulz;Uwe;Leitender Angestellter;;;;AfD;;männlich;11004888
20;Schulz;Anja;Finanzberaterin;;;;FDP;;weiblich;11005216
20;Schulz;Anja;Finanzberaterin;;;;FDP;;weiblich;11005216
20;Schulz;Anja;Finanzberaterin;;;;FDP;;weiblich;11005216
20;Schulz;Anja;Finanzberaterin;;;;FDP;;weiblich;11005216
20;Schulz;Anja;Finanzberaterin;;;;FDP;;weiblich;11005216
20;Schulz-Asche;Kordula;Krankenschwester, Kommunikationswissenschaftlerin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11004405
20;Schulz-Asche;Kordula;Krankenschwester, Kommunikationswissenschaftlerin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11004405
20;Schulz-Asche;Kordula;Krankenschwester, Kommunikationswissenschaftlerin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11004405
20;Schulz-Asche;Kordula;Krankenschwester, Kommunikationswissenschaftlerin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11004405
20;Schulz-Asche;Kordula;Krankenschwester, Kommunikationswissenschaftlerin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11004405
20;Schulz-Asche;Kordula;Krankenschwester, Kommunikationswissenschaftlerin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11004405
20;Schulze;Svenja;Unternehmensberaterin;;;;SPD;;weiblich;11005217
20;Schulze;Svenja;Unternehmensberaterin;;;;SPD;;weiblich;11005217
20;Schwabe;Frank;Gästeführer;;;;SPD;;männlich;11003846
20;Schwabe;Frank;Gästeführer;;;;SPD;;männlich;11003846
20;Schwabe;Frank;Gästeführer;;;;SPD;;männlich;11003846
20;Schwabe;Frank;Gästeführer;;;;SPD;;männlich;11003846
20;Schwabe;Frank;Gästeführer;;;;SPD;;männlich;11003846
20;Schwabe;Frank;Gästeführer;;;;SPD;;männlich;11003846
20;Schwartze;Stefan;Industriemechaniker;;;;SPD;;männlich;11004150
20;Schwartze;Stefan;Industriemechaniker;;;;SPD;;männlich;11004150
20;Schwartze;Stefan;Industriemechaniker;;;;SPD;;männlich;11004150
20;Schwartze;Stefan;Industriemechaniker;;;;SPD;;männlich;11004150
20;Schwarz;Armin;Oberstudienrat;;;;CDU/CSU;;männlich;11005218
20;Schwarz;Armin;Oberstudienrat;;;;CDU/CSU;;männlich;11005218
20;Schwarz;Armin;Oberstudienrat;;;;CDU/CSU;;männlich;11005218
20;Schwarz;Armin;Oberstudienrat;;;;CDU/CSU;;männlich;11005218
20;Schwarz;Armin;Oberstudienrat;;;;CDU/CSU;;männlich;11005218
20;Schwarz;Andreas;Dipl.-Betriebswirt;;;;SPD;;männlich;11004407
20;Schwarz;Andreas;Dipl.-Betriebswirt;;;;SPD;;männlich;11004407
20;Schwarz;Andreas;Dipl.-Betriebswirt;;;;SPD;;männlich;11004407
20;Schwarz;Andreas;Dipl.-Betriebswirt;;;;SPD;;männlich;11004407
20;Schwarz;Andreas;Dipl.-Betriebswirt;;;;SPD;;männlich;11004407
20;Schwarz;Andreas;Dipl.-Betriebswirt;;;;SPD;;männlich;11004407
20;Schwarz;Andreas;Dipl.-Betriebswirt;;;;SPD;;männlich;11004407
20;Schwarz;Andreas;Dipl.-Betriebswirt;;;;SPD;;männlich;11004407
20;Schwarz;Andreas;Dipl.-Betriebswirt;;;;SPD;;männlich;11004407
20;Schwarz;Andreas;Dipl.-Betriebswirt;;;;SPD;;männlich;11004407
20;Schwarzelühr-Sutter;Rita;Dipl.-Betriebswirtin;;;;SPD;;weiblich;11003847
20;Schwarzelühr-Sutter;Rita;Dipl.-Betriebswirtin;;;;SPD;;weiblich;11003847
20;Seestern-Pauly;Matthias;Gymnasiallehrer;;;;FDP;;männlich;11004890
20;Seestern-Pauly;Matthias;Gymnasiallehrer;;;;FDP;;männlich;11004890
20;Seestern-Pauly;Matthias;Gymnasiallehrer;;;;FDP;;männlich;11004890
20;Seestern-Pauly;Matthias;Gymnasiallehrer;;;;FDP;;männlich;11004890
20;Seestern-Pauly;Matthias;Gymnasiallehrer;;;;FDP;;männlich;11004890
20;Seestern-Pauly;Matthias;Gymnasiallehrer;;;;FDP;;männlich;11004890
20;Seestern-Pauly;Matthias;Gymnasiallehrer;;;;FDP;;männlich;11004890
20;Seidler;Stefan;Regierungs-Koordinator/Politischer Berater;;;;SSW;;männlich;11005219
20;Seidler;Stefan;Regierungs-Koordinator/Politischer Berater;;;;SSW;;männlich;11005219
20;Seif;Detlef;Rechtsanwalt;;;;CDU/CSU;;männlich;11004152
20;Seif;Detlef;Rechtsanwalt;;;;CDU/CSU;;männlich;11004152
20;Seif;Detlef;Rechtsanwalt;;;;CDU/CSU;;männlich;11004152
20;Seif;Detlef;Rechtsanwalt;;;;CDU/CSU;;männlich;11004152
20;Seif;Detlef;Rechtsanwalt;;;;CDU/CSU;;männlich;11004152
20;Seiter;Stephan;Professor für Volkswirtschaftslehre;Dr.;;;FDP;;männlich;11005220
20;Seiter;Stephan;Professor für Volkswirtschaftslehre;Dr.;;;FDP;;männlich;11005220
20;Seiter;Stephan;Professor für Volkswirtschaftslehre;Dr.;;;FDP;;männlich;11005220
20;Seiter;Stephan;Professor für Volkswirtschaftslehre;Dr.;;;FDP;;männlich;11005220
20;Seiter;Stephan;Professor für Volkswirtschaftslehre;Dr.;;;FDP;;männlich;11005220
20;Seitz;Thomas;Rechtsassessor;;;;AfD;;männlich;11004891
20;Seitz;Thomas;Rechtsassessor;;;;AfD;;männlich;11004891
20;Seitz;Thomas;Rechtsassessor;;;;AfD;;männlich;11004891
20;Seitz;Thomas;Rechtsassessor;;;;AfD;;männlich;11004891
20;Seitz;Thomas;Rechtsassessor;;;;AfD;;männlich;11004891
20;Seitz;Thomas;Rechtsassessor;;;;AfD;;männlich;11004891
20;Seitzl;Lina;wissenschaftliche Mitarbeiterin/Hochschuldozentin;Dr.;;;SPD;;weiblich;11005221
20;Seitzl;Lina;wissenschaftliche Mitarbeiterin/Hochschuldozentin;Dr.;;;SPD;;weiblich;11005221
20;Seitzl;Lina;wissenschaftliche Mitarbeiterin/Hochschuldozentin;Dr.;;;SPD;;weiblich;11005221
20;Seitzl;Lina;wissenschaftliche Mitarbeiterin/Hochschuldozentin;Dr.;;;SPD;;weiblich;11005221
20;Seitzl;Lina;wissenschaftliche Mitarbeiterin/Hochschuldozentin;Dr.;;;SPD;;weiblich;11005221
20;Seitzl;Lina;wissenschaftliche Mitarbeiterin/Hochschuldozentin;Dr.;;;SPD;;weiblich;11005221
20;Seitzl;Lina;wissenschaftliche Mitarbeiterin/Hochschuldozentin;Dr.;;;SPD;;weiblich;11005221
20;Sekmen;Melis;Studentin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005222
20;Sekmen;Melis;Studentin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005222
20;Sekmen;Melis;Studentin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005222
20;Sekmen;Melis;Studentin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005222
20;Sekmen;Melis;Studentin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005222
20;Semet;Rainer;Dipl.-Wirtschaftsingenieur;;;;FDP;;männlich;11005223
20;Semet;Rainer;Dipl.-Wirtschaftsingenieur;;;;FDP;;männlich;11005223
20;Semet;Rainer;Dipl.-Wirtschaftsingenieur;;;;FDP;;männlich;11005223
20;Semet;Rainer;Dipl.-Wirtschaftsingenieur;;;;FDP;;männlich;11005223
20;Semet;Rainer;Dipl.-Wirtschaftsingenieur;;;;FDP;;männlich;11005223
20;Semet;Rainer;Dipl.-Wirtschaftsingenieur;;;;FDP;;männlich;11005223
20;Sichert;Martin;Dipl.-Kaufmann;;;;AfD;;männlich;11004892
20;Sichert;Martin;Dipl.-Kaufmann;;;;AfD;;männlich;11004892
20;Sichert;Martin;Dipl.-Kaufmann;;;;AfD;;männlich;11004892
20;Sichert;Martin;Dipl.-Kaufmann;;;;AfD;;männlich;11004892
20;Silberhorn;Thomas;Rechtsanwalt;;;;CDU/CSU;;männlich;11003636
20;Silberhorn;Thomas;Rechtsanwalt;;;;CDU/CSU;;männlich;11003636
20;Silberhorn;Thomas;Rechtsanwalt;;;;CDU/CSU;;männlich;11003636
20;Simon;Björn;Politologe, Magister Artium (M.A.);;;;CDU/CSU;;männlich;11004893
20;Simon;Björn;Politologe, Magister Artium (M.A.);;;;CDU/CSU;;männlich;11004893
20;Simon;Björn;Politologe, Magister Artium (M.A.);;;;CDU/CSU;;männlich;11004893
20;Simon;Björn;Politologe, Magister Artium (M.A.);;;;CDU/CSU;;männlich;11004893
20;Sitte;Petra;Diplom-Ökonomin;Dr.;;;DIE LINKE.;;weiblich;11003848
20;Sitte;Petra;Diplom-Ökonomin;Dr.;;;DIE LINKE.;;weiblich;11003848
20;Sitte;Petra;Diplom-Ökonomin;Dr.;;;DIE LINKE.;;weiblich;11003848
20;Sitte;Petra;Diplom-Ökonomin;Dr.;;;DIE LINKE.;;weiblich;11003848
20;Sitte;Petra;Diplom-Ökonomin;Dr.;;;DIE LINKE.;;weiblich;11003848
20;Sitte;Petra;Diplom-Ökonomin;Dr.;;;DIE LINKE.;;weiblich;11003848
20;Sitte;Petra;Diplom-Ökonomin;Dr.;;;DIE LINKE.;;weiblich;11003848
20;Sitte;Petra;Diplom-Ökonomin;Dr.;;;DIE LINKE.;;weiblich;11003848
20;Skudelny;Judith;Rechtsanwältin;;;;FDP;;weiblich;11004159
20;Skudelny;Judith;Rechtsanwältin;;;;FDP;;weiblich;11004159
20;Skudelny;Judith;Rechtsanwältin;;;;FDP;;weiblich;11004159
20;Skudelny;Judith;Rechtsanwältin;;;;FDP;;weiblich;11004159
20;Slawik;Nyke;wiss. Mitarbeiterin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005224
20;Slawik;Nyke;wiss. Mitarbeiterin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005224
20;Slawik;Nyke;wiss. Mitarbeiterin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005224
20;Slawik;Nyke;wiss. Mitarbeiterin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005224
20;Slawik;Nyke;wiss. Mitarbeiterin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005224
20;Sorge;Tino;Rechtsanwalt;;;;CDU/CSU;;männlich;11004409
20;Sorge;Tino;Rechtsanwalt;;;;CDU/CSU;;männlich;11004409
20;Sorge;Tino;Rechtsanwalt;;;;CDU/CSU;;männlich;11004409
20;Spahn;Jens;Bankkaufmann;;;;CDU/CSU;;männlich;11003638
20;Spahn;Jens;Bankkaufmann;;;;CDU/CSU;;männlich;11003638
20;Spahn;Jens;Bankkaufmann;;;;CDU/CSU;;männlich;11003638
20;Spahn;Jens;Bankkaufmann;;;;CDU/CSU;;männlich;11003638
20;Spallek;Anne Monika;Betriebsleiterin Pferdehof, Unternehmensberaterin;Dr.;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005225
20;Spallek;Anne Monika;Betriebsleiterin Pferdehof, Unternehmensberaterin;Dr.;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005225
20;Spallek;Anne Monika;Betriebsleiterin Pferdehof, Unternehmensberaterin;Dr.;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005225
20;Spallek;Anne Monika;Betriebsleiterin Pferdehof, Unternehmensberaterin;Dr.;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005225
20;Spallek;Anne Monika;Betriebsleiterin Pferdehof, Unternehmensberaterin;Dr.;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005225
20;Spaniel;Dirk;Ingenieur;Dr.;;;AfD;;männlich;11004899
20;Spaniel;Dirk;Ingenieur;Dr.;;;AfD;;männlich;11004899
20;Spaniel;Dirk;Ingenieur;Dr.;;;AfD;;männlich;11004899
20;Spaniel;Dirk;Ingenieur;Dr.;;;AfD;;männlich;11004899
20;Spellerberg;Merle;Studentin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005226
20;Spellerberg;Merle;Studentin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005226
20;Spellerberg;Merle;Studentin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005226
20;Spellerberg;Merle;Studentin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005226
20;Spellerberg;Merle;Studentin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005226
20;Spellerberg;Merle;Studentin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005226
20;Spellerberg;Merle;Studentin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005226
20;Spellerberg;Merle;Studentin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005226
20;Spellerberg;Merle;Studentin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005226
20;Springer;René;Politikwissenschaftler;;;;AfD;;männlich;11004900
20;Springer;René;Politikwissenschaftler;;;;AfD;;männlich;11004900
20;Springer;René;Politikwissenschaftler;;;;AfD;;männlich;11004900
20;Stadler;Svenja;Senior-PR-Beraterin;;;;SPD;;weiblich;11004412
20;Stadler;Svenja;Senior-PR-Beraterin;;;;SPD;;weiblich;11004412
20;Stadler;Svenja;Senior-PR-Beraterin;;;;SPD;;weiblich;11004412
20;Stadler;Svenja;Senior-PR-Beraterin;;;;SPD;;weiblich;11004412
20;Stadler;Svenja;Senior-PR-Beraterin;;;;SPD;;weiblich;11004412
20;Staffler;Katrin;Biochemikerin (M. Sc.);;;;CDU/CSU;;weiblich;11004901
20;Staffler;Katrin;Biochemikerin (M. Sc.);;;;CDU/CSU;;weiblich;11004901
20;Staffler;Katrin;Biochemikerin (M. Sc.);;;;CDU/CSU;;weiblich;11004901
20;Staffler;Katrin;Biochemikerin (M. Sc.);;;;CDU/CSU;;weiblich;11004901
20;Staffler;Katrin;Biochemikerin (M. Sc.);;;;CDU/CSU;;weiblich;11004901
20;Staffler;Katrin;Biochemikerin (M. Sc.);;;;CDU/CSU;;weiblich;11004901
20;Stahr;Nina;Lehrerin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005227
20;Stahr;Nina;Lehrerin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005227
20;Stahr;Nina;Lehrerin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005227
20;Stahr;Nina;Lehrerin;;;;BÜNDNIS 90/DIE GRÜNEN;;weiblich;11005227
20;Stamm-Fibich;Martina;Marketing- und Kommunikationsmanagerin, Betriebsrätin;;;;SPD;;weiblich;11004413
